transcript_id,media_start,media_end,gloss,speaker_role,language,corpus_name,Language_name,Language_Family,Language_Genus,target_child_age,caregiver,target_child_id,contingent
643,2244.947,2245.957,ma sujtbeli i-,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,4948.068,4948.338,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,4986.863,4987.856,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5018.802,5020.536,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5021.375,5021.496,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5022.382,5022.615,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5023.511,5023.677,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5028.088,5028.749,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5030.843,5030.902,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5033.97,5034.088,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5041.715,5041.817,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5048.309,5048.684,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5049.235,5049.307,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5050.521,5051.593,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5053.681,5053.785,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5054.426,5055.553,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5056.959,5057.216,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5059.469,5059.527,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5060.26,5062.071,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5062.54,5064.443,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5065.231,5065.605,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5070.987,5071.289,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5072.482,5072.657,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5073.57,5074.856,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5077.498,5078.563,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5079.172,5079.296,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5080.27,5080.85,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5082.755,5082.957,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5084.733,5085.724,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5086.879,5088.951,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5089.651,5091.765,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5093.251,5094.365,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5095.055,5095.124,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5111.831,5112.31,jae,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,5114.661,5115.379,bii la xat,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,5117.963,5118.373,jae,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,5125.641,5125.99,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5149.277,5149.768,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,5165.192,5165.335,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6479.472,6480.488,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6482.254,6482.928,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6489.856,6490.847,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6492.935,6494.41,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6496.091,6497.488,c,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6506.573,6506.863,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6507.198,6507.387,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6507.869,6509.185,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6510.511,6511.7,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6516.808,6517.095,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,6534.645,6534.837,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11124.205,11125.993,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11124.8,11126.49,mm,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11126.686,11128.327,bii ya'wal,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11127.266,11127.417,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11128.543,11129.38,k'opojan i,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11129.078,11129.562,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11130.1,11130.71,k'opojan,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11131.021,11131.51,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11132.287,11132.687,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11133.214,11133.285,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11134.18,11134.99,k'opojan i,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11135.799,11136.28,papito,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11136.319,11137.7,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11137.11,11138.496,ay!,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11138.848,11139.368,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11139.874,11140.539,ay!,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11140.433,11140.974,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11141.116,11141.678,ay!,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11141.831,11142.463,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11142.467,11142.865,ay!,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11143.287,11144.199,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11144.222,11144.635,ay!,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11145.267,11146,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11146.075,11146.926,ay!,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11148.277,11148.984,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11149.48,11149.659,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11154.15,11154.479,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11160.981,11161.393,ay!,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11163.235,11164.182,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11164.616,11164.95,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11165.696,11166.295,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11166.735,11168.66,ay !,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11169.85,11171.163,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11170.576,11171.795,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11171.915,11172.459,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11173.049,11174.226,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11174.854,11175.423,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11178.465,11179.205,ju'sit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11179.82,11180.05,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11180.049,11180.275,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11181.15,11181.67,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11183.229,11183.955,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11185.362,11185.545,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11187.494,11187.753,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11189.583,11189.85,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11190.401,11190.805,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11190.635,11190.814,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11191.637,11192.01,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11192.027,11195.04,xit xit xit xit xit xit xit xit xit xit xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11196.259,11201.121,xxxxx x,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11197.3,11197.443,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11198.59,11199.267,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11200.463,11201.531,c,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11202.573,11205.813,xxxxx,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11202.788,11203.358,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11205.638,11207.232,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11207.782,11209.129,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11211.704,11211.863,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11213.298,11213.525,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11214.913,11215.151,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11216.822,11217.021,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11217.655,11217.91,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11218.445,11218.608,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11218.609,11219.036,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11220.344,11221.419,xit xit xit xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11222.104,11222.831,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11223.659,11224.39,xit xit xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11223.987,11225.695,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11226.305,11226.542,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11226.922,11227.352,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11226.953,11227.191,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11227.879,11228.798,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11229.417,11231.116,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11231.58,11232.212,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11234.928,11235.182,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11238.441,11238.778,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11238.58,11239.401,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11242.121,11242.505,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11242.788,11243.238,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11251.451,11251.687,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11252.127,11252.511,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11254.729,11255.088,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11257.396,11258.522,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11262.078,11262.232,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11265.718,11265.957,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11269.765,11269.891,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11272.543,11272.727,xit,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11274.196,11274.811,tsak tsak tsak tsak,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11276.259,11276.87,k'opojanme i,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11278.211,11279.081,k'opojanme,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11280.553,11281.555,a'yananme,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11283.035,11283.52,papito,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11288.834,11290.778,a'yananme i,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11291.655,11293.667,a'yananme i,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11295.51,11297.961,a'yananme i,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,0
643,11298.798,11299.906,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11300.285,11302.361,tsak tsak tsak tsak tsak tsak,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11301.29,11301.899,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11302.984,11303.495,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11304.019,11304.726,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11304.991,11308.381,tsak tsak tsak tsak tsak tsak,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11308.629,11309.609,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11308.723,11310.402,tsak tsak tsak tsak tsak,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11310.684,11311.342,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11311.723,11312.715,tsak tsak tsak tsak tsak,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
643,11312.29,11312.687,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11316.463,11316.966,n,Target_Child,tzh,Casillas,Tseltal,Mayan,Mayan,2,target_child,643,0
643,11316.738,11317.404,tsak tsak tsak tsak,Mother,tzh,Casillas,Tseltal,Mayan,Mayan,2,caregiver,643,1
